,Code,supermarket,fast_food,total_weekly_income,total_private_outdoor_space,rural_urban_settings
4155,E02004256,0,0,,3177500.6,rural
4156,E02004257,0,0,,1819517.2,rural
4157,E02004258,0,0,,3003615.3,rural
4158,E02004259,0,0,,2697598.2,rural
4159,E02004260,0,0,,2198927.6,rural
4160,E02004261,0,0,,863314.3,urban
4161,E02004262,0,0,,3005256.0,rural
4162,E02004263,0,0,,1466384.1,rural
4163,E02004264,0,0,,1180807.9,urban
4164,E02004265,0,0,,1369128.8,rural
4165,E02004266,0,0,,2267315.0,rural
4166,E02004267,0,0,,2744668.6,rural
4167,E02004268,0,0,,1255204.1,urban
4168,E02004269,0,0,,1070284.4,rural
4169,E02004270,0,0,,3177415.1,rural
4170,E02004271,0,0,,3582784.9,rural
4171,E02004272,0,0,,3845372.7,rural
4172,E02004273,0,0,,2461251.0,rural
4173,E02004274,0,0,,814704.8,urban
4174,E02004275,0,0,,2757741.6,rural
4175,E02004276,0,0,,843420.6,urban
4176,E02004277,0,0,,736330.9,urban
4177,E02004278,0,0,,901908.0,urban
4178,E02004279,0,0,,3878509.1,rural
4179,E02004280,0,0,,1493054.7,urban
4180,E02004281,0,0,,734943.8,urban
4181,E02004282,0,0,,1427203.5,urban
4182,E02004283,0,0,,1151180.4,urban
4183,E02004284,0,0,,427984.5,urban
4184,E02004285,0,0,,520275.1,urban
4185,E02004286,0,0,,565013.2,urban
4186,E02004287,0,0,,523775.0,urban
4187,E02004288,0,0,,301654.2,rural
4188,E02004289,0,0,,552148.8,rural
4189,E02004290,0,0,,547552.5,urban
4190,E02004291,0,0,,455891.0,urban
4191,E02004292,0,0,,954752.2,urban
4192,E02004293,0,0,,607236.0,urban
4193,E02004294,0,0,,688489.3,urban
4194,E02004295,0,0,,724633.3,rural
4195,E02004296,0,0,,806517.8,rural
4196,E02004297,0,0,,962572.9,rural
4197,E02004298,0,0,,1485052.6,urban
4198,E02004299,0,0,,604445.0,urban
4199,E02004300,0,0,,602370.2,urban
4200,E02004301,0,0,,613601.0,urban
4201,E02004302,0,0,,427286.0,urban
4202,E02004303,0,0,,648015.3,urban
4203,E02004304,0,0,,737492.8,urban
4204,E02004305,0,0,,937916.5,rural
4205,E02004306,0,0,,918015.9,rural
4206,E02004307,0,0,,715532.9,rural
4207,E02004308,0,0,,701548.4,urban
4208,E02004309,0,0,,536431.1,urban
4209,E02004310,0,0,,850308.2,rural
4210,E02004311,0,0,,1125221.4,rural
4211,E02004312,0,0,,729743.0,urban
4212,E02004313,0,0,,480937.7,urban
4213,E02004314,0,0,,263704.0,urban
4214,E02004315,0,0,,1168358.1,urban
4215,E02004316,0,0,,581397.2,rural
4216,E02004317,0,0,,801563.2,rural
4217,E02004318,0,0,,734495.0,rural
4218,E02004319,0,0,,844317.8,rural
4219,E02004320,0,0,,814389.3,urban
4220,E02004321,0,0,,421266.0,urban
4221,E02004322,0,0,,688944.2,urban
4222,E02004323,0,0,,587332.8,rural
4223,E02004324,0,0,,542258.9,rural
4224,E02004325,0,0,,659973.8,urban
4225,E02004326,0,0,,648130.9,urban
4226,E02004327,0,0,,324183.8,urban
4227,E02004328,0,0,,420676.5,urban
4228,E02004329,0,0,,616219.9,urban
4229,E02004330,0,0,,452511.8,urban
4230,E02004331,0,0,,695537.4,rural
4231,E02004332,0,0,,917333.5,rural
4232,E02004333,0,0,,647711.2,urban
4233,E02004334,0,0,,640675.3,rural
4234,E02004335,0,0,,475212.6,urban
4235,E02004336,0,0,,622168.8,rural
4236,E02004337,0,0,,854422.8,urban
4237,E02004338,0,0,,733348.9,rural
4238,E02004339,0,0,,1076993.7,rural
4239,E02004340,0,0,,769773.5,rural
4240,E02004341,0,0,,921636.9,urban
4241,E02004342,0,0,,221606.1,urban
4242,E02004343,0,0,,374900.5,urban
4243,E02004344,0,0,,677301.4,urban
4244,E02004345,0,0,,2156828.6,rural
4245,E02004346,0,0,,1369974.9,rural
4246,E02004347,0,0,,709393.3,rural
4247,E02004348,0,0,,1579923.7,rural
4248,E02004349,0,0,,845291.0,rural
4249,E02004350,0,0,,946054.9,rural
4250,E02004351,0,0,,596693.5,rural
4251,E02004352,0,0,,604885.5,urban
4252,E02004353,0,0,,581525.5,urban
4253,E02004354,0,0,,871180.0,urban
4254,E02004355,0,0,,525719.3,urban
4255,E02004356,0,0,,494704.4,urban
4256,E02004357,0,0,,446021.7,urban
4257,E02004358,0,0,,592085.3,urban
4258,E02004359,0,0,,978386.5,urban
4259,E02004361,0,0,,1155316.0,urban
4260,E02004362,0,0,,513367.3,urban
4261,E02004363,0,0,,585453.9,urban
4262,E02004364,0,0,,516121.4,urban
4263,E02004365,0,0,,107774.1,urban
4264,E02004366,0,0,,224712.2,urban
4265,E02004367,0,0,,889253.3,urban
4266,E02004368,0,0,,862961.8,urban
4267,E02004369,0,0,,1648112.9,urban
4268,E02004370,0,0,,470198.3,urban
4269,E02004371,0,0,,662191.9,urban
4270,E02004372,0,0,,373336.6,urban
4271,E02004373,0,0,,790478.9,urban
4272,E02004374,0,0,,444664.9,urban
4273,E02004375,0,0,,673122.4,urban
4274,E02004376,0,0,,172793.2,urban
4275,E02004377,0,0,,1163283.8,urban
4276,E02004378,0,0,,172852.0,urban
4277,E02004379,0,0,,3351389.6,rural
4278,E02004380,0,0,,3613637.6,rural
4279,E02004381,0,0,,630792.6,urban
4280,E02004382,0,0,,1586116.8,rural
4281,E02004383,0,0,,721022.7,urban
4282,E02004384,0,0,,793308.2,urban
4283,E02004385,0,0,,761601.7,urban
4284,E02004386,0,0,,553856.4,urban
4285,E02004387,0,0,,412608.5,urban
4286,E02004388,0,0,,590517.4,urban
4287,E02004389,0,0,,2144505.4,urban
4288,E02004390,0,0,,1217924.8,urban
4289,E02004391,0,0,,454218.5,urban
4290,E02004392,0,0,,3869202.2,rural
4291,E02004393,0,0,,3058584.4,rural
4292,E02004394,0,0,,4463421.7,rural
4293,E02004395,0,0,,1380544.2,rural
4294,E02004396,0,0,,4330177.7,rural
4295,E02004397,0,0,,2812824.4,rural
4296,E02004398,0,0,,755963.4,urban
4297,E02004399,0,0,,939928.3,urban
4298,E02004400,0,0,,2515603.8,urban
4299,E02004401,0,0,,1219862.8,urban
4300,E02004402,0,0,,407130.7,urban
4301,E02004403,0,0,,3313938.6,urban
4302,E02004404,0,0,,4002568.5,rural
4303,E02004405,0,0,,918540.4,urban
4304,E02004406,0,0,,2268527.6,urban
4305,E02004407,0,0,,4634300.1,rural
4306,E02004408,0,0,,954498.2,urban
4307,E02004409,0,0,,3893507.9,rural
4308,E02004410,0,0,,5838293.9,rural
4309,E02004411,0,0,,1026346.8,urban
4310,E02004412,0,0,,1777567.8,rural
4311,E02004413,0,0,,3449812.3,rural
4312,E02004414,0,0,,671894.3,urban
4313,E02004415,0,0,,3683051.7,rural
4314,E02004416,0,0,,3545978.0,rural
4315,E02004417,0,0,,879553.4,urban
4316,E02004418,0,0,,767267.6,urban
4317,E02004419,0,0,,580828.0,urban
4318,E02004420,0,0,,4435191.6,rural
4319,E02004421,0,0,,1048133.4,urban
4320,E02004422,0,0,,1533017.4,rural
4321,E02004423,0,0,,1323017.4,urban
4322,E02004424,0,0,,989818.3,urban
4323,E02004425,0,0,,677073.3,urban
4324,E02004426,0,0,,916844.3,urban
4325,E02004427,0,0,,1089222.2,urban
4326,E02004428,0,0,,688376.9,urban
4327,E02004429,0,0,,1799603.2,urban
4328,E02004430,0,0,,746114.1,urban
4329,E02004431,0,0,,952123.1,urban
4330,E02004432,0,0,,1866172.8,urban
4331,E02004433,0,0,,3436070.7,urban
4332,E02004434,0,0,,951126.7,urban
4333,E02004435,0,0,,581228.8,urban
4334,E02004436,0,0,,230977.4,urban
4335,E02004437,0,0,,711851.8,urban
4336,E02004438,0,0,,416213.4,urban
4337,E02004439,0,0,,532301.9,urban
4338,E02004440,0,0,,394051.2,urban
4339,E02004441,0,0,,519284.8,urban
4340,E02004442,0,0,,398133.4,urban
4341,E02004443,0,0,,746188.4,urban
4342,E02004444,0,0,,969283.0,urban
4343,E02004445,0,0,,607575.4,urban
4344,E02004446,0,0,,2361551.7,rural
4345,E02004447,0,0,,3929361.8,rural
4346,E02004448,0,0,,1845175.9,rural
4347,E02004449,0,0,,732581.4,urban
4348,E02004450,0,0,,2525992.0,rural
4349,E02004451,0,0,,1816173.0,rural
4350,E02004452,0,0,,1384520.0,urban
4351,E02004453,0,0,,631086.4,urban
4352,E02004454,0,0,,600974.9,urban
4353,E02004455,0,0,,1032333.1,urban
4354,E02004456,0,0,,708555.6,urban
4355,E02004457,0,0,,1721530.4,urban
4356,E02004458,0,0,,943571.2,urban
4357,E02004459,0,0,,2101599.7,rural
4358,E02004460,0,0,,915202.0,urban
4359,E02004461,0,0,,304588.0,urban
4360,E02004462,0,0,,712855.0,urban
4361,E02004463,0,0,,1683521.3,rural
4362,E02004464,0,0,,2718427.2,rural
4363,E02004465,0,0,,1710026.2,rural
4364,E02004466,0,0,,901482.3,urban
4365,E02004467,0,0,,607572.8,urban
4366,E02004468,0,0,,2241445.8,urban
4367,E02004469,0,0,,1346938.2,urban
4368,E02004470,0,0,,621745.5,urban
4369,E02004471,0,0,,1304784.1,urban
4370,E02004472,0,0,,1278268.9,rural
4371,E02004473,0,0,,657581.2,urban
4372,E02004474,0,0,,1127642.0,urban
4373,E02004475,0,0,,701918.5,urban
4374,E02004476,0,0,,1406875.6,urban
4375,E02004477,0,0,,908678.5,urban
4376,E02004478,0,0,,622808.8,urban
4377,E02004479,0,0,,913754.8,urban
4378,E02004480,0,0,,465753.3,urban
4379,E02004481,0,0,,38419388.4,urban
4380,E02004482,0,0,,533036.2,urban
4381,E02004483,0,0,,757367.8,urban
4382,E02004484,0,0,,551036.6,urban
4383,E02004485,0,0,,1956625.5,rural
4384,E02004486,0,0,,892345.5,urban
4385,E02004487,0,0,,1317821.3,urban
4386,E02004488,0,0,,623370.2,urban
4387,E02004489,0,0,,1857806.5,rural
4388,E02004490,0,0,,1815020.3,urban
4389,E02004491,0,0,,725897.1,urban
4390,E02004492,0,0,,709379.3,urban
4391,E02004493,0,0,,774637.0,urban
4392,E02004494,0,0,,362338.9,urban
4393,E02004495,0,0,,1514851.9,rural
4394,E02004496,0,0,,710101.6,urban
4395,E02004497,0,0,,1451487.9,urban
4396,E02004498,0,0,,937748.5,urban
4397,E02004499,0,0,,473574.2,urban
4398,E02004500,0,0,,2329751.6,rural
4399,E02004501,0,0,,1121530.1,urban
4400,E02004502,0,0,,3108875.6,urban
4401,E02004503,0,0,,762915.5,urban
4402,E02004504,0,0,,713501.0,urban
4403,E02004505,0,0,,1478882.0,urban
4404,E02004506,0,0,,3215907.5,rural
4405,E02004507,0,0,,696701.2,urban
4406,E02004508,0,0,,1846168.6,rural
4407,E02004509,0,0,,1092728.4,urban
4408,E02004512,0,0,,492919.9,urban
4409,E02004513,0,0,,513561.3,urban
4410,E02004514,0,0,,952355.5,urban
4411,E02004515,0,0,,2286531.0,urban
4412,E02004516,0,0,,436436.0,urban
4413,E02004517,0,0,,1031460.1,urban
4414,E02004518,0,0,,616694.1,urban
4415,E02004519,0,0,,1216954.5,urban
4416,E02004520,0,0,,824402.9,urban
4417,E02004521,0,0,,865837.5,urban
4418,E02004522,0,0,,911613.0,rural
4419,E02004523,0,0,,748389.3,urban
4420,E02004524,0,0,,2998434.9,rural
4421,E02004525,0,0,,1399894.2,rural
4422,E02004526,0,0,,1557655.8,rural
4423,E02004527,0,0,,1711970.1,rural
4424,E02004528,0,0,,2543599.9,urban
4425,E02004529,0,0,,3545862.4,rural
4426,E02004530,0,0,,883465.2,rural
4427,E02004531,0,0,,796032.0,urban
4428,E02004532,0,0,,668629.6,urban
4429,E02004533,0,0,,507164.4,urban
4430,E02004534,0,0,,450970.2,urban
4431,E02004535,0,0,,996059.2,rural
4432,E02004536,0,0,,1299872.0,rural
4433,E02004537,0,0,,539260.9,urban
4434,E02004538,0,0,,1261150.5,urban
4435,E02004539,0,0,,494348.4,urban
4436,E02004540,0,0,,748547.9,urban
4437,E02004541,0,0,,984670.5,urban
4438,E02004542,0,0,,971960.8,urban
4439,E02004543,0,0,,673643.1,urban
4440,E02004544,0,0,,767548.1,urban
4441,E02004545,0,0,,410312.7,urban
4442,E02004546,0,0,,410308.9,urban
4443,E02004547,0,0,,495147.7,urban
4444,E02004548,0,0,,498578.4,urban
4445,E02004549,0,0,,465601.0,urban
4446,E02004550,0,0,,339365.5,urban
4447,E02004551,0,0,,463365.1,urban
4448,E02004552,0,0,,366108.1,urban
4449,E02004553,0,0,,336853.3,urban
4450,E02004554,0,0,,334129.4,urban
4451,E02004555,0,0,,1952493.8,rural
4452,E02004556,0,0,,3433753.0,rural
4453,E02004557,0,0,,796255.6,urban
4454,E02004558,0,0,,643549.5,urban
4455,E02004559,0,0,,826086.8,urban
4456,E02004560,0,0,,2002684.3,rural
4457,E02004561,0,0,,3393928.7,rural
4458,E02004562,0,0,,1410342.6,rural
4459,E02004563,0,0,,961292.1,urban
4460,E02004564,0,0,,1363554.5,urban
4461,E02004565,0,0,,2324300.2,urban
4462,E02004566,0,0,,868260.2,urban
4463,E02004567,0,0,,1005951.0,urban
4464,E02004568,0,0,,1064749.8,urban
4465,E02004569,0,0,,853371.8,urban
4466,E02004570,0,0,,1032155.2,urban
4467,E02004571,0,0,,1013162.0,urban
4468,E02004572,0,0,,1075222.5,rural
4469,E02004573,0,0,,323193.8,urban
4470,E02004574,0,0,,615615.4,urban
4471,E02004575,0,0,,2812420.3,rural
4472,E02004576,0,0,,1545268.6,urban
4473,E02004577,0,0,,1885265.2,rural
4474,E02004578,0,0,,916620.5,urban
4475,E02004579,0,0,,1880398.4,rural
4476,E02004580,0,0,,2182498.4,urban
4477,E02004581,0,0,,2006825.6,rural
4478,E02004582,0,0,,906068.9,urban
4479,E02004583,0,0,,1313043.7,rural
4480,E02004584,0,0,,957097.4,urban
4481,E02004585,0,0,,961295.9,urban
4482,E02004586,0,0,,811819.1,urban
4483,E02004587,0,0,,624055.2,urban
4484,E02004588,0,0,,268842.8,urban
4485,E02004589,0,0,,687251.1,urban
4486,E02004590,0,0,,1408598.8,rural
4487,E02004591,0,0,,1902527.6,rural
4488,E02004592,0,0,,1128944.8,urban
4489,E02004593,0,0,,3788008.5,rural
4490,E02004594,0,0,,3224332.7,rural
4491,E02004595,0,0,,3074639.3,rural
4492,E02004596,0,0,,2489326.7,rural
4493,E02004597,0,0,,1042567.2,rural
4494,E02004598,0,0,,3060433.1,rural
4495,E02004599,0,0,,3125926.6,rural
4496,E02004600,0,0,,516090.6,urban
4497,E02004601,0,0,,927375.6,urban
4498,E02004602,0,0,,417002.3,urban
4499,E02004603,0,0,,364344.8,urban
4500,E02004604,0,0,,537875.7,urban
4501,E02004605,0,0,,438336.4,urban
4502,E02004606,0,0,,726532.9,urban
4503,E02004607,0,0,,573528.1,urban
4504,E02004608,0,0,,466117.9,urban
4505,E02004609,0,0,,809408.4,urban
4506,E02004610,0,0,,708063.7,urban
4507,E02004611,0,0,,1749101.7,urban
4508,E02004612,0,0,,1011356.0,urban
4509,E02004613,0,0,,1103171.9,urban
4510,E02004614,0,0,,734086.7,urban
4511,E02004615,0,0,,2704588.6,rural
4512,E02004616,0,0,,2388010.2,rural
4513,E02004617,0,0,,2788865.7,rural
4514,E02004618,0,0,,4304781.5,rural
4515,E02004619,0,0,,3266505.6,rural
4516,E02004620,0,0,,962213.4,urban
4517,E02004621,0,0,,385449.0,urban
4518,E02004622,0,0,,818332.2,urban
4519,E02004623,0,0,,2001379.7,rural
4520,E02004624,0,0,,2339316.1,rural
4521,E02004625,0,0,,2656634.2,rural
4522,E02004626,0,0,,4134081.4,rural
4523,E02004627,0,0,,1178430.2,rural
4524,E02004628,0,0,,1609055.1,rural
4525,E02004629,0,0,,1926356.3,urban
4526,E02004630,0,0,,2413512.5,rural
4527,E02004631,0,0,,1871725.4,rural
4528,E02004632,0,0,,1694256.5,urban
4529,E02004633,0,0,,1824226.8,rural
4530,E02004634,0,0,,1610651.2,rural
4531,E02004635,0,0,,2127520.6,urban
4532,E02004636,0,0,,830818.7,urban
4533,E02004637,0,0,,685381.9,urban
4534,E02004638,0,0,,652095.7,urban
4535,E02004639,0,0,,435683.8,urban
4536,E02004640,0,0,,280020.8,urban
4537,E02004641,0,0,,938230.1,urban
4538,E02004642,0,0,,996356.1,urban
4539,E02004643,0,0,,475248.9,urban
4540,E02004644,0,0,,678347.0,urban
4541,E02004645,0,0,,902311.1,urban
4542,E02004646,0,0,,723349.9,urban
4543,E02004647,0,0,,704546.3,urban
4544,E02004648,0,0,,465868.4,urban
4545,E02004649,0,0,,500211.7,urban
4546,E02004650,0,0,,776615.5,urban
4547,E02004651,0,0,,1708402.9,urban
4548,E02004652,0,0,,3214533.8,rural
4549,E02004653,0,0,,2038263.1,rural
4550,E02004654,0,0,,1439758.7,urban
4551,E02004655,0,0,,814284.4,urban
4552,E02004656,0,0,,1152217.3,urban
4553,E02004657,0,0,,1467687.3,urban
4554,E02004658,0,0,,1204156.2,urban
4555,E02004659,0,0,,1824289.4,urban
4556,E02004660,0,0,,2647034.1,urban
4557,E02004661,0,0,,1366197.5,urban
4558,E02004662,0,0,,1626270.9,rural
4559,E02004663,0,0,,1280917.6,urban
4560,E02004664,0,0,,862548.6,urban
4561,E02004665,0,0,,1942251.7,rural
4562,E02004666,0,0,,1088689.2,urban
4563,E02004667,0,0,,2334046.9,urban
4564,E02004668,0,0,,3121850.6,rural
4565,E02004669,0,0,,2706536.6,rural
4566,E02004670,0,0,,1552254.5,urban
4567,E02004671,0,0,,1800229.8,rural
4568,E02004672,0,0,,1516794.7,urban
4569,E02004673,0,0,,2151831.6,rural
4570,E02004674,0,0,,1169556.2,urban
4571,E02004675,0,0,,877743.3,urban
4572,E02004676,0,0,,2018883.4,urban
4573,E02004677,0,0,,3607707.4,rural
4574,E02004678,0,0,,3029142.4,rural
4575,E02004679,0,0,,2597724.3,rural
4576,E02004680,0,0,,607376.3,urban
4577,E02004681,0,0,,445239.4,urban
4578,E02004682,0,0,,670366.7,urban
4579,E02004683,0,0,,423208.5,urban
4580,E02004684,0,0,,557658.4,urban
4581,E02004685,0,0,,383850.0,urban
4582,E02004686,0,0,,384098.9,urban
4583,E02004687,0,0,,453992.4,urban
4584,E02004688,0,0,,577925.0,urban
4585,E02004689,0,0,,1248270.6,rural
4586,E02004690,0,0,,643428.9,urban
4587,E02004691,0,0,,3419103.4,urban
4588,E02004692,0,0,,1013379.5,urban
4589,E02004693,0,0,,346167.2,urban
4590,E02004694,0,0,,1821071.8,rural
4591,E02004695,0,0,,605850.8,urban
4592,E02004696,0,0,,1741906.7,rural
4593,E02004697,0,0,,2717263.2,rural
4594,E02004698,0,0,,375475.3,urban
4595,E02004699,0,0,,1127667.3,urban
4596,E02004700,0,0,,815986.9,urban
4597,E02004702,0,0,,689764.5,urban
4598,E02004703,0,0,,5834000.0,rural
4599,E02004704,0,0,,1531161.4,urban
4600,E02004705,0,0,,2409762.0,rural
4601,E02004706,0,0,,2077205.6,rural
4602,E02004707,0,0,,3366805.1,urban
4603,E02004708,0,0,,843393.5,urban
4604,E02004709,0,0,,1138592.9,urban
4605,E02004710,0,0,,1092302.0,urban
4606,E02004712,0,0,,1675066.1,urban
4607,E02004713,0,0,,759323.4,urban
4608,E02004714,0,0,,955348.7,urban
4609,E02004715,0,0,,619224.4,urban
4610,E02004716,0,0,,857314.3,urban
4611,E02004717,0,0,,789632.1,urban
4612,E02004718,0,0,,317810.9,urban
4613,E02004719,0,0,,1355825.2,urban
4614,E02004720,0,0,,1295335.6,urban
4615,E02004721,0,0,,863030.8,urban
4616,E02004722,0,0,,697675.7,urban
4617,E02004723,0,0,,1057410.8,urban
4618,E02004724,0,0,,1337248.2,urban
4619,E02004725,0,0,,575714.7,rural
4620,E02004726,0,0,,759857.5,rural
4621,E02004727,0,0,,1814453.7,urban
4622,E02004728,0,0,,930576.8,urban
4623,E02004729,0,0,,601933.7,urban
4624,E02004730,0,0,,1290138.3,urban
4625,E02004731,0,0,,935300.1,urban
4626,E02004732,0,0,,1610858.3,urban
4627,E02004733,0,0,,1358838.2,urban
4628,E02004734,0,0,,1022117.1,urban
4629,E02004735,0,0,,908895.4,urban
4630,E02004736,0,0,,877712.2,urban
4631,E02004737,0,0,,425927.1,urban
4632,E02004738,0,0,,707640.3,urban
4633,E02004739,0,0,,843261.6,urban
4634,E02004740,0,0,,1041902.5,urban
4635,E02004741,0,0,,594534.0,urban
4636,E02004742,0,0,,496228.3,urban
4637,E02004743,0,0,,443162.1,urban
4638,E02004744,0,0,,409640.0,urban
4639,E02004745,0,0,,377080.7,urban
4640,E02004746,0,0,,838678.3,urban
4641,E02004747,0,0,,315817.0,urban
4642,E02004748,0,0,,246129.3,urban
4643,E02004749,0,0,,777209.4,urban
4644,E02004750,0,0,,580379.5,urban
4645,E02004751,0,0,,1079456.8,urban
4646,E02004752,0,0,,1334438.5,urban
4647,E02004753,0,0,,1215602.1,urban
4648,E02004754,0,0,,2274097.4,rural
4649,E02004755,0,0,,1230938.8,urban
4650,E02004756,0,0,,1374964.1,rural
4651,E02004757,0,0,,1369893.7,urban
4652,E02004758,0,0,,2237532.6,urban
4653,E02004759,0,0,,1029402.6,urban
4654,E02004760,0,0,,2031479.3,urban
4655,E02004761,0,0,,1629614.4,rural
4656,E02004764,0,0,,944812.3,urban
4657,E02004765,0,0,,682130.0,urban
4658,E02004766,0,0,,527103.5,urban
4659,E02004767,0,0,,247389.3,urban
4660,E02004768,0,0,,381447.1,urban
4661,E02004769,0,0,,337388.5,urban
4662,E02004770,0,0,,308127.3,urban
4663,E02004771,0,0,,543447.2,urban
4664,E02004772,0,0,,987558.7,urban
4665,E02004774,0,0,,1296064.4,urban
4666,E02004775,0,0,,1262172.9,urban
4667,E02004776,0,0,,1271536.8,urban
4668,E02004777,0,0,,689470.5,urban
4669,E02004778,0,0,,855513.3,urban
4670,E02004779,0,0,,4318100.2,rural
4671,E02004780,0,0,,477040.3,urban
4672,E02004781,0,0,,651652.6,urban
4673,E02004782,0,0,,680980.5,urban
4674,E02004783,0,0,,648956.9,urban
4675,E02004784,0,0,,1780261.0,urban
4676,E02004785,0,0,,2561592.0,rural
4677,E02004786,0,0,,888155.9,rural
4678,E02004787,0,0,,969193.6,urban
4679,E02004788,0,0,,2424343.6,urban
4680,E02004789,0,0,,1326416.2,urban
4681,E02004790,0,0,,887853.3,urban
4682,E02004791,0,0,,587456.0,urban
4683,E02004792,0,0,,1529781.1,urban
4684,E02004793,0,0,,3015727.1,rural
4685,E02004794,0,0,,2914131.1,rural
4686,E02004795,0,0,,3419736.5,urban
4687,E02004796,0,0,,2200340.7,urban
4688,E02004797,0,0,,1049931.9,urban
4689,E02004798,0,0,,667852.6,urban
4690,E02004799,0,0,,931520.5,urban
4691,E02004800,0,0,,1599970.2,urban
4692,E02004801,0,0,,2004423.4,rural
4693,E02004802,0,0,,526939.2,urban
4694,E02004803,0,0,,297793.7,urban
4695,E02004804,0,0,,516580.1,urban
4696,E02004805,0,0,,1098043.2,urban
4697,E02004806,0,0,,702399.0,urban
4698,E02004807,0,0,,777205.7,urban
4699,E02004808,0,0,,797894.6,urban
4700,E02004809,0,0,,386266.7,urban
4701,E02004810,0,0,,379203.2,urban
4702,E02004811,0,0,,598564.2,urban
4703,E02004812,0,0,,523451.6,urban
4704,E02004813,0,0,,426618.9,urban
4705,E02004814,0,0,,1732222.0,urban
4706,E02004815,0,0,,263120.6,urban
4707,E02004816,0,0,,1497446.6,urban
4708,E02004817,0,0,,605657.8,urban
4709,E02004818,0,0,,1745558.4,urban
4710,E02004819,0,0,,809780.7,urban
4711,E02004820,0,0,,2265060.8,rural
4712,E02004821,0,0,,2059235.5,rural
4713,E02004822,0,0,,4000347.2,rural
4714,E02004823,0,0,,854549.8,urban
4715,E02004824,0,0,,451274.1,urban
4716,E02004825,0,0,,2089782.3,rural
4717,E02004826,0,0,,3480680.1,rural
4718,E02004827,0,0,,672433.0,urban
4719,E02004828,0,0,,1645674.0,urban
4720,E02004829,0,0,,1587800.9,rural
4721,E02004830,0,0,,2027232.8,rural
4722,E02004831,0,0,,2039564.9,urban
4723,E02004832,0,0,,2698695.6,rural
4724,E02004833,0,0,,1087180.5,urban
4725,E02004834,0,0,,494733.7,urban
4726,E02004835,0,0,,788750.8,urban
4727,E02004836,0,0,,480148.6,urban
4728,E02004837,0,0,,1884954.2,urban
4729,E02004838,0,0,,2827279.0,rural
4730,E02004839,0,0,,4044751.3,rural
4731,E02004840,0,0,,1848813.8,rural
4732,E02004841,0,0,,3028832.9,rural
4733,E02004842,0,0,,1763650.0,rural
4734,E02004843,0,0,,562550.1,urban
4735,E02004844,0,0,,448283.1,urban
4736,E02004845,0,0,,521905.1,urban
4737,E02004846,0,0,,894518.1,urban
4738,E02004847,0,0,,562201.2,urban
4739,E02004848,0,0,,623508.8,urban
4740,E02004849,0,0,,1035581.9,urban
4741,E02004850,0,0,,429701.1,urban
4742,E02004851,0,0,,327007.8,urban
4743,E02004852,0,0,,442821.5,urban
4744,E02004853,0,0,,537954.3,urban
4745,E02004854,0,0,,455951.1,urban
4746,E02004855,0,0,,273508.1,urban
4747,E02004856,0,0,,1256273.9,rural
4748,E02004857,0,0,,819221.0,urban
4749,E02004858,0,0,,446658.6,urban
4750,E02004859,0,0,,1219154.8,rural
4751,E02004860,0,0,,255455.6,urban
4752,E02004861,0,0,,2332289.0,urban
4753,E02004862,0,0,,353496.9,urban
4754,E02004863,0,0,,375903.9,urban
4755,E02004864,0,0,,833045.9,urban
4756,E02004865,0,0,,329133.6,urban
4757,E02004866,0,0,,413432.2,urban
4758,E02004867,0,0,,945072.0,urban
4759,E02004868,0,0,,490301.6,urban
4760,E02004869,0,0,,613233.1,urban
4761,E02004870,0,0,,599124.5,urban
4762,E02004871,0,0,,387381.5,urban
4763,E02004872,0,0,,723159.2,urban
4764,E02004873,0,0,,851315.0,urban
4765,E02004874,0,0,,448652.4,urban
4766,E02004875,0,0,,819039.0,urban
4767,E02004876,0,0,,2634658.4,rural
4768,E02004877,0,0,,781311.6,urban
4769,E02004878,0,0,,1554652.5,rural
4770,E02004879,0,0,,3055924.6,rural
4771,E02004880,0,0,,2625416.2,urban
4772,E02004881,0,0,,673575.0,urban
4773,E02004882,0,0,,824040.1,urban
4774,E02004883,0,0,,1374105.1,rural
4775,E02004884,0,0,,649196.1,urban
4776,E02004885,0,0,,817726.4,urban
4777,E02004886,0,0,,2327622.6,rural
4778,E02004887,0,0,,2746640.9,rural
4779,E02004888,0,0,,1217071.4,urban
4780,E02004889,0,0,,725832.0,urban
4781,E02004890,0,0,,615169.6,urban
4782,E02004891,0,0,,841375.4,urban
4783,E02004892,0,0,,538215.6,urban
4784,E02004893,0,0,,347792.8,urban
4785,E02004894,0,0,,768032.0,urban
4786,E02004895,0,0,,1610028.2,urban
4787,E02004896,0,0,,1099683.0,urban
4788,E02004897,0,0,,714937.2,urban
4789,E02004898,0,0,,696990.4,urban
4790,E02004899,0,0,,790424.8,rural
4791,E02004900,0,0,,1658640.6,rural
4792,E02004901,0,0,,591509.1,urban
4793,E02004902,0,0,,434809.9,urban
4794,E02004903,0,0,,587393.2,urban
4795,E02004904,0,0,,355295.6,urban
4796,E02004905,0,0,,980641.4,urban
4797,E02004906,0,0,,728928.2,urban
4798,E02004907,0,0,,782238.5,urban
4799,E02004908,0,0,,1275886.9,urban
4800,E02004909,0,0,,391863.6,urban
4801,E02004910,0,0,,1267165.1,urban
4802,E02004911,0,0,,1137756.8,urban
4803,E02004912,0,0,,805510.6,urban
4804,E02004913,0,0,,4043852.0,rural
4805,E02004914,0,0,,828090.6,urban
