,Code,Msoa_name,education_no_qualifications,lone_parent_unemployed,limited_activity_fam_member,families_with_3plus_kids,health_life_expectancy_at_birth,child_poverty,overcrowded_houses,self_harm_hospital_admission,AvPTAI2015,supermarket,fast_food,total_weekly_income,total_private_outdoor_space
7023,S02001468,,,,,,,,,,,0,0,,344250.6
7024,S02001469,,,,,,,,,,,0,0,,360510.3
7025,S02001470,,,,,,,,,,,0,0,,339665.0
7026,S02001471,,,,,,,,,,,0,0,,129355.2
7027,S02001472,,,,,,,,,,,0,0,,276327.4
7028,S02001473,,,,,,,,,,,0,0,,299760.2
7029,S02001474,,,,,,,,,,,0,0,,456000.6
7030,S02001475,,,,,,,,,,,0,0,,543250.5
7031,S02001476,,,,,,,,,,,0,0,,425878.8
7032,S02001477,,,,,,,,,,,0,0,,577691.3
7033,S02001478,,,,,,,,,,,0,0,,871711.9
7034,S02001479,,,,,,,,,,,0,0,,305605.2
7035,S02001480,,,,,,,,,,,0,0,,490071.3
7036,S02001481,,,,,,,,,,,0,0,,934416.2
7037,S02001482,,,,,,,,,,,0,0,,350956.4
7038,S02001483,,,,,,,,,,,0,0,,417554.5
7039,S02001484,,,,,,,,,,,0,0,,502089.8
7040,S02001485,,,,,,,,,,,0,0,,376841.4
7041,S02001486,,,,,,,,,,,0,0,,1349232.9
7042,S02001487,,,,,,,,,,,0,0,,472099.8
7043,S02001488,,,,,,,,,,,0,0,,231036.9
7044,S02001489,,,,,,,,,,,0,0,,433132.9
7045,S02001490,,,,,,,,,,,0,0,,344059.7
7046,S02001491,,,,,,,,,,,0,0,,480326.5
7047,S02001492,,,,,,,,,,,0,0,,760745.8
7048,S02001493,,,,,,,,,,,0,0,,434244.6
7049,S02001494,,,,,,,,,,,0,0,,401091.3
7050,S02001495,,,,,,,,,,,0,0,,268818.8
7051,S02001496,,,,,,,,,,,0,0,,330490.1
7052,S02001497,,,,,,,,,,,0,0,,190323.3
7053,S02001498,,,,,,,,,,,0,0,,196208.4
7054,S02001499,,,,,,,,,,,0,0,,601180.5
7055,S02001500,,,,,,,,,,,0,0,,386580.2
7056,S02001501,,,,,,,,,,,0,0,,350539.5
7057,S02001502,,,,,,,,,,,0,0,,325605.2
7058,S02001503,,,,,,,,,,,0,0,,715246.7
7059,S02001504,,,,,,,,,,,0,0,,586793.0
7060,S02001505,,,,,,,,,,,0,0,,320792.4
7061,S02001506,,,,,,,,,,,0,0,,334393.0
7062,S02001507,,,,,,,,,,,0,0,,350410.2
7063,S02001508,,,,,,,,,,,0,0,,561560.1
7064,S02001509,,,,,,,,,,,0,0,,703684.9
7065,S02001510,,,,,,,,,,,0,0,,438854.5
7066,S02001511,,,,,,,,,,,0,0,,625726.0
7067,S02001512,,,,,,,,,,,0,0,,457843.2
7068,S02001513,,,,,,,,,,,0,0,,771396.4
7069,S02001514,,,,,,,,,,,0,0,,325518.1
7070,S02001515,,,,,,,,,,,0,0,,457705.7
7071,S02001516,,,,,,,,,,,0,0,,597403.5
7072,S02001517,,,,,,,,,,,0,0,,421902.1
7073,S02001518,,,,,,,,,,,0,0,,532061.5
7074,S02001519,,,,,,,,,,,0,0,,575622.5
7075,S02001520,,,,,,,,,,,0,0,,695867.5
7076,S02001521,,,,,,,,,,,0,0,,431448.9
7077,S02001522,,,,,,,,,,,0,0,,206122.6
7078,S02001523,,,,,,,,,,,0,0,,403818.1
7079,S02001524,,,,,,,,,,,0,0,,832254.2
7080,S02001525,,,,,,,,,,,0,0,,454697.7
7081,S02001526,,,,,,,,,,,0,0,,338707.4
7082,S02001527,,,,,,,,,,,0,0,,428910.8
7083,S02001528,,,,,,,,,,,0,0,,305594.4
7084,S02001529,,,,,,,,,,,0,0,,553438.8
7085,S02001530,,,,,,,,,,,0,0,,261120.2
7086,S02001531,,,,,,,,,,,0,0,,222110.5
7087,S02001532,,,,,,,,,,,0,0,,519365.5
7088,S02001533,,,,,,,,,,,0,0,,587060.7
7089,S02001534,,,,,,,,,,,0,0,,479461.6
7090,S02001535,,,,,,,,,,,0,0,,425470.1
7091,S02001536,,,,,,,,,,,0,0,,237908.4
7092,S02001537,,,,,,,,,,,0,0,,147060.1
7093,S02001538,,,,,,,,,,,0,0,,286977.7
7094,S02001539,,,,,,,,,,,0,0,,157918.6
7095,S02001540,,,,,,,,,,,0,0,,334853.9
7096,S02001541,,,,,,,,,,,0,0,,370833.5
7097,S02001542,,,,,,,,,,,0,0,,484084.6
7098,S02001543,,,,,,,,,,,0,0,,572239.4
7099,S02001544,,,,,,,,,,,0,0,,427310.6
7100,S02001545,,,,,,,,,,,0,0,,451553.0
7101,S02001546,,,,,,,,,,,0,0,,1007311.3
7102,S02001547,,,,,,,,,,,0,0,,1871002.8
7103,S02001548,,,,,,,,,,,0,0,,460673.8
7104,S02001549,,,,,,,,,,,0,0,,353681.5
7105,S02001550,,,,,,,,,,,0,0,,1222649.2
7106,S02001551,,,,,,,,,,,0,0,,489092.7
7107,S02001552,,,,,,,,,,,0,0,,675836.9
7108,S02001553,,,,,,,,,,,0,0,,1481660.2
7109,S02001554,,,,,,,,,,,0,0,,635646.0
7110,S02001555,,,,,,,,,,,0,0,,370866.7
7111,S02001556,,,,,,,,,,,0,0,,832758.2
7112,S02001557,,,,,,,,,,,0,0,,401259.0
7113,S02001558,,,,,,,,,,,0,0,,362063.1
7114,S02001559,,,,,,,,,,,0,0,,441136.7
7115,S02001560,,,,,,,,,,,0,0,,329301.0
7116,S02001561,,,,,,,,,,,0,0,,875994.6
7117,S02001562,,,,,,,,,,,0,0,,559809.1
7118,S02001563,,,,,,,,,,,0,0,,814190.0
7119,S02001564,,,,,,,,,,,0,0,,1076936.6
7120,S02001565,,,,,,,,,,,0,0,,768155.3
7121,S02001566,,,,,,,,,,,0,0,,461418.3
7122,S02001567,,,,,,,,,,,0,0,,385309.8
7123,S02001568,,,,,,,,,,,0,0,,634599.2
7124,S02001569,,,,,,,,,,,0,0,,317074.8
7125,S02001570,,,,,,,,,,,0,0,,318271.2
7126,S02001571,,,,,,,,,,,0,0,,377445.2
7127,S02001572,,,,,,,,,,,0,0,,523280.9
7128,S02001573,,,,,,,,,,,0,0,,561884.7
7129,S02001574,,,,,,,,,,,0,0,,299833.0
7130,S02001575,,,,,,,,,,,0,0,,441392.5
7131,S02001576,,,,,,,,,,,0,0,,1024211.2
7132,S02001577,,,,,,,,,,,0,0,,371394.2
7133,S02001578,,,,,,,,,,,0,0,,376847.7
7134,S02001579,,,,,,,,,,,0,0,,375911.5
7135,S02001580,,,,,,,,,,,0,0,,839338.4
7136,S02001581,,,,,,,,,,,0,0,,665973.8
7137,S02001582,,,,,,,,,,,0,0,,66772.3
7138,S02001583,,,,,,,,,,,0,0,,142273.2
7139,S02001584,,,,,,,,,,,0,0,,44752.1
7140,S02001585,,,,,,,,,,,0,0,,197426.5
7141,S02001586,,,,,,,,,,,0,0,,196245.1
7142,S02001587,,,,,,,,,,,0,0,,327264.1
7143,S02001588,,,,,,,,,,,0,0,,246076.4
7144,S02001589,,,,,,,,,,,0,0,,218836.9
7145,S02001590,,,,,,,,,,,0,0,,82096.8
7146,S02001591,,,,,,,,,,,0,0,,32610.4
7147,S02001592,,,,,,,,,,,0,0,,122428.9
7148,S02001593,,,,,,,,,,,0,0,,622521.1
7149,S02001594,,,,,,,,,,,0,0,,178777.8
7150,S02001595,,,,,,,,,,,0,0,,566014.5
7151,S02001596,,,,,,,,,,,0,0,,251053.9
7152,S02001597,,,,,,,,,,,0,0,,166039.7
7153,S02001598,,,,,,,,,,,0,0,,700943.6
7154,S02001599,,,,,,,,,,,0,0,,617114.2
7155,S02001600,,,,,,,,,,,0,0,,277964.3
7156,S02001601,,,,,,,,,,,0,0,,238175.2
7157,S02001602,,,,,,,,,,,0,0,,391626.0
7158,S02001603,,,,,,,,,,,0,0,,252929.0
7159,S02001604,,,,,,,,,,,0,0,,269798.7
7160,S02001605,,,,,,,,,,,0,0,,170858.3
7161,S02001606,,,,,,,,,,,0,0,,227489.8
7162,S02001607,,,,,,,,,,,0,0,,346538.4
7163,S02001608,,,,,,,,,,,0,0,,317885.6
7164,S02001609,,,,,,,,,,,0,0,,478543.9
7165,S02001610,,,,,,,,,,,0,0,,208960.9
7166,S02001611,,,,,,,,,,,0,0,,167902.3
7167,S02001612,,,,,,,,,,,0,0,,454419.4
7168,S02001613,,,,,,,,,,,0,0,,124709.0
7169,S02001614,,,,,,,,,,,0,0,,88972.0
7170,S02001615,,,,,,,,,,,0,0,,460657.7
7171,S02001616,,,,,,,,,,,0,0,,395602.7
7172,S02001617,,,,,,,,,,,0,0,,129807.9
7173,S02001618,,,,,,,,,,,0,0,,49727.8
7174,S02001619,,,,,,,,,,,0,0,,55950.1
7175,S02001620,,,,,,,,,,,0,0,,48419.2
7176,S02001621,,,,,,,,,,,0,0,,76941.3
7177,S02001622,,,,,,,,,,,0,0,,18074.5
7178,S02001623,,,,,,,,,,,0,0,,32227.5
7179,S02001624,,,,,,,,,,,0,0,,31405.3
7180,S02001625,,,,,,,,,,,0,0,,92738.9
7181,S02001626,,,,,,,,,,,0,0,,353463.1
7182,S02001627,,,,,,,,,,,0,0,,163929.2
7183,S02001628,,,,,,,,,,,0,0,,201774.9
7184,S02001629,,,,,,,,,,,0,0,,244056.5
7185,S02001630,,,,,,,,,,,0,0,,282577.6
7186,S02001631,,,,,,,,,,,0,0,,406585.8
7187,S02001632,,,,,,,,,,,0,0,,116208.5
7188,S02001633,,,,,,,,,,,0,0,,450870.7
7189,S02001634,,,,,,,,,,,0,0,,147998.2
7190,S02001635,,,,,,,,,,,0,0,,154085.3
7191,S02001636,,,,,,,,,,,0,0,,346674.2
7192,S02001637,,,,,,,,,,,0,0,,178877.2
7193,S02001638,,,,,,,,,,,0,0,,248290.7
7194,S02001639,,,,,,,,,,,0,0,,168433.7
7195,S02001640,,,,,,,,,,,0,0,,43166.2
7196,S02001641,,,,,,,,,,,0,0,,98965.4
7197,S02001642,,,,,,,,,,,0,0,,22253.9
7198,S02001643,,,,,,,,,,,0,0,,41900.8
7199,S02001644,,,,,,,,,,,0,0,,65388.4
7200,S02001645,,,,,,,,,,,0,0,,34760.2
7201,S02001646,,,,,,,,,,,0,0,,26208.5
7202,S02001647,,,,,,,,,,,0,0,,90468.7
7203,S02001648,,,,,,,,,,,0,0,,53938.2
7204,S02001649,,,,,,,,,,,0,0,,51516.5
7205,S02001650,,,,,,,,,,,0,0,,157533.1
7206,S02001651,,,,,,,,,,,0,0,,372710.1
7207,S02001652,,,,,,,,,,,0,0,,242855.5
7208,S02001653,,,,,,,,,,,0,0,,89230.1
7209,S02001654,,,,,,,,,,,0,0,,73959.4
7210,S02001655,,,,,,,,,,,0,0,,46030.7
7211,S02001656,,,,,,,,,,,0,0,,75229.9
7212,S02001657,,,,,,,,,,,0,0,,37066.9
7213,S02001658,,,,,,,,,,,0,0,,113373.8
7214,S02001659,,,,,,,,,,,0,0,,74488.9
7215,S02001660,,,,,,,,,,,0,0,,238621.6
7216,S02001661,,,,,,,,,,,0,0,,291056.0
7217,S02001662,,,,,,,,,,,0,0,,627828.4
7218,S02001663,,,,,,,,,,,0,0,,350627.7
7219,S02001664,,,,,,,,,,,0,0,,827029.3
7220,S02001665,,,,,,,,,,,0,0,,316214.9
7221,S02001666,,,,,,,,,,,0,0,,165480.7
7222,S02001667,,,,,,,,,,,0,0,,277752.6
7223,S02001668,,,,,,,,,,,0,0,,118907.4
7224,S02001669,,,,,,,,,,,0,0,,133724.7
7225,S02001670,,,,,,,,,,,0,0,,166803.4
7226,S02001671,,,,,,,,,,,0,0,,186052.5
7227,S02001672,,,,,,,,,,,0,0,,618916.4
7228,S02001673,,,,,,,,,,,0,0,,367190.3
7229,S02001674,,,,,,,,,,,0,0,,600649.3
7230,S02001675,,,,,,,,,,,0,0,,487134.3
7231,S02001676,,,,,,,,,,,0,0,,236920.8
7232,S02001677,,,,,,,,,,,0,0,,571010.6
7233,S02001678,,,,,,,,,,,0,0,,382502.6
7234,S02001679,,,,,,,,,,,0,0,,518759.6
7235,S02001680,,,,,,,,,,,0,0,,209351.2
7236,S02001681,,,,,,,,,,,0,0,,313549.4
7237,S02001682,,,,,,,,,,,0,0,,254485.8
7238,S02001683,,,,,,,,,,,0,0,,556833.0
7239,S02001684,,,,,,,,,,,0,0,,914976.4
7240,S02001685,,,,,,,,,,,0,0,,428506.4
7241,S02001686,,,,,,,,,,,0,0,,296464.3
7242,S02001687,,,,,,,,,,,0,0,,1952408.4
7243,S02001688,,,,,,,,,,,0,0,,1694282.4
7244,S02001689,,,,,,,,,,,0,0,,988019.8
7245,S02001690,,,,,,,,,,,0,0,,1713419.4
7246,S02001691,,,,,,,,,,,0,0,,3012698.1
7247,S02001692,,,,,,,,,,,0,0,,1989650.1
7248,S02001693,,,,,,,,,,,0,0,,659231.6
7249,S02001694,,,,,,,,,,,0,0,,512537.8
7250,S02001695,,,,,,,,,,,0,0,,1556600.1
7251,S02001696,,,,,,,,,,,0,0,,358358.0
7252,S02001697,,,,,,,,,,,0,0,,557251.1
7253,S02001698,,,,,,,,,,,0,0,,297407.5
7254,S02001699,,,,,,,,,,,0,0,,337239.0
7255,S02001700,,,,,,,,,,,0,0,,510140.0
7256,S02001701,,,,,,,,,,,0,0,,489159.8
7257,S02001702,,,,,,,,,,,0,0,,418199.7
7258,S02001703,,,,,,,,,,,0,0,,698941.7
7259,S02001704,,,,,,,,,,,0,0,,506981.8
7260,S02001705,,,,,,,,,,,0,0,,287438.3
7261,S02001706,,,,,,,,,,,0,0,,329300.8
7262,S02001707,,,,,,,,,,,0,0,,307129.8
7263,S02001708,,,,,,,,,,,0,0,,247671.2
7264,S02001709,,,,,,,,,,,0,0,,216631.5
7265,S02001710,,,,,,,,,,,0,0,,815264.4
7266,S02001711,,,,,,,,,,,0,0,,287832.9
7267,S02001712,,,,,,,,,,,0,0,,335786.0
7268,S02001713,,,,,,,,,,,0,0,,173236.2
7269,S02001714,,,,,,,,,,,0,0,,355287.2
7270,S02001715,,,,,,,,,,,0,0,,178052.7
7271,S02001716,,,,,,,,,,,0,0,,439061.0
7272,S02001717,,,,,,,,,,,0,0,,214095.7
7273,S02001718,,,,,,,,,,,0,0,,217709.2
7274,S02001719,,,,,,,,,,,0,0,,187270.8
7275,S02001720,,,,,,,,,,,0,0,,533959.9
7276,S02001721,,,,,,,,,,,0,0,,130905.3
7277,S02001722,,,,,,,,,,,0,0,,305783.4
7278,S02001723,,,,,,,,,,,0,0,,977104.2
7279,S02001724,,,,,,,,,,,0,0,,450857.9
7280,S02001725,,,,,,,,,,,0,0,,559353.6
7281,S02001726,,,,,,,,,,,0,0,,534672.3
7282,S02001727,,,,,,,,,,,0,0,,504312.5
7283,S02001728,,,,,,,,,,,0,0,,315790.0
7284,S02001729,,,,,,,,,,,0,0,,343144.8
7285,S02001730,,,,,,,,,,,0,0,,436713.3
7286,S02001731,,,,,,,,,,,0,0,,269039.0
7287,S02001732,,,,,,,,,,,0,0,,350780.4
7288,S02001733,,,,,,,,,,,0,0,,876845.9
7289,S02001734,,,,,,,,,,,0,0,,391583.8
7290,S02001735,,,,,,,,,,,0,0,,272885.9
7291,S02001736,,,,,,,,,,,0,0,,272311.2
7292,S02001737,,,,,,,,,,,0,0,,535275.3
7293,S02001738,,,,,,,,,,,0,0,,404863.1
7294,S02001739,,,,,,,,,,,0,0,,480407.8
7295,S02001740,,,,,,,,,,,0,0,,888619.7
7296,S02001741,,,,,,,,,,,0,0,,697537.1
7297,S02001742,,,,,,,,,,,0,0,,360329.4
7298,S02001743,,,,,,,,,,,0,0,,807019.8
7299,S02001744,,,,,,,,,,,0,0,,445542.1
7300,S02001745,,,,,,,,,,,0,0,,185936.2
7301,S02001746,,,,,,,,,,,0,0,,397521.7
7302,S02001747,,,,,,,,,,,0,0,,280547.6
7303,S02001748,,,,,,,,,,,0,0,,294757.8
7304,S02001749,,,,,,,,,,,0,0,,416614.8
7305,S02001750,,,,,,,,,,,0,0,,645265.1
7306,S02001751,,,,,,,,,,,0,0,,460388.9
7307,S02001752,,,,,,,,,,,0,0,,206541.4
7308,S02001753,,,,,,,,,,,0,0,,321248.2
7309,S02001754,,,,,,,,,,,0,0,,172731.5
7310,S02001755,,,,,,,,,,,0,0,,297103.6
7311,S02001756,,,,,,,,,,,0,0,,285148.6
7312,S02001757,,,,,,,,,,,0,0,,367932.5
7313,S02001758,,,,,,,,,,,0,0,,272579.0
7314,S02001759,,,,,,,,,,,0,0,,217874.0
7315,S02001760,,,,,,,,,,,0,0,,314863.9
7316,S02001761,,,,,,,,,,,0,0,,266386.3
7317,S02001762,,,,,,,,,,,0,0,,272154.2
7318,S02001763,,,,,,,,,,,0,0,,379270.9
7319,S02001764,,,,,,,,,,,0,0,,207661.0
7320,S02001765,,,,,,,,,,,0,0,,264754.7
7321,S02001766,,,,,,,,,,,0,0,,530543.0
7322,S02001767,,,,,,,,,,,0,0,,310470.7
7323,S02001768,,,,,,,,,,,0,0,,404734.8
7324,S02001769,,,,,,,,,,,0,0,,327904.1
7325,S02001770,,,,,,,,,,,0,0,,264630.1
7326,S02001771,,,,,,,,,,,0,0,,511743.3
7327,S02001772,,,,,,,,,,,0,0,,278899.5
7328,S02001773,,,,,,,,,,,0,0,,430064.5
7329,S02001774,,,,,,,,,,,0,0,,298554.9
7330,S02001775,,,,,,,,,,,0,0,,263868.0
7331,S02001776,,,,,,,,,,,0,0,,792276.0
7332,S02001777,,,,,,,,,,,0,0,,428657.4
7333,S02001778,,,,,,,,,,,0,0,,271475.0
7334,S02001779,,,,,,,,,,,0,0,,694807.9
7335,S02001780,,,,,,,,,,,0,0,,391765.7
7336,S02001781,,,,,,,,,,,0,0,,300239.8
7337,S02001782,,,,,,,,,,,0,0,,304671.0
7338,S02001783,,,,,,,,,,,0,0,,374546.1
7339,S02001784,,,,,,,,,,,0,0,,226315.6
7340,S02001785,,,,,,,,,,,0,0,,216153.7
7341,S02001786,,,,,,,,,,,0,0,,363782.5
7342,S02001787,,,,,,,,,,,0,0,,456180.1
7343,S02001788,,,,,,,,,,,0,0,,281271.6
7344,S02001789,,,,,,,,,,,0,0,,206469.4
7345,S02001790,,,,,,,,,,,0,0,,300068.1
7346,S02001791,,,,,,,,,,,0,0,,341514.7
7347,S02001792,,,,,,,,,,,0,0,,403998.6
7348,S02001793,,,,,,,,,,,0,0,,297450.3
7349,S02001794,,,,,,,,,,,0,0,,205691.1
7350,S02001795,,,,,,,,,,,0,0,,294954.2
7351,S02001796,,,,,,,,,,,0,0,,251579.9
7352,S02001797,,,,,,,,,,,0,0,,419569.0
7353,S02001798,,,,,,,,,,,0,0,,494001.6
7354,S02001799,,,,,,,,,,,0,0,,531002.4
7355,S02001800,,,,,,,,,,,0,0,,235837.4
7356,S02001801,,,,,,,,,,,0,0,,158650.0
7357,S02001802,,,,,,,,,,,0,0,,275373.7
7358,S02001803,,,,,,,,,,,0,0,,242092.2
7359,S02001804,,,,,,,,,,,0,0,,402265.3
7360,S02001805,,,,,,,,,,,0,0,,336278.7
7361,S02001806,,,,,,,,,,,0,0,,237939.9
7362,S02001807,,,,,,,,,,,0,0,,595538.1
7363,S02001808,,,,,,,,,,,0,0,,138917.8
7364,S02001809,,,,,,,,,,,0,0,,134321.6
7365,S02001810,,,,,,,,,,,0,0,,345391.1
7366,S02001811,,,,,,,,,,,0,0,,743499.7
7367,S02001812,,,,,,,,,,,0,0,,542566.2
7368,S02001813,,,,,,,,,,,0,0,,398487.3
7369,S02001814,,,,,,,,,,,0,0,,433573.3
7370,S02001815,,,,,,,,,,,0,0,,180762.7
7371,S02001816,,,,,,,,,,,0,0,,269305.0
7372,S02001817,,,,,,,,,,,0,0,,253522.8
7373,S02001818,,,,,,,,,,,0,0,,341845.7
7374,S02001819,,,,,,,,,,,0,0,,281757.5
7375,S02001820,,,,,,,,,,,0,0,,714159.6
7376,S02001821,,,,,,,,,,,0,0,,897569.3
7377,S02001822,,,,,,,,,,,0,0,,1010982.7
7378,S02001823,,,,,,,,,,,0,0,,445305.7
7379,S02001824,,,,,,,,,,,0,0,,1015615.6
7380,S02001825,,,,,,,,,,,0,0,,635989.9
7381,S02001826,,,,,,,,,,,0,0,,780286.7
7382,S02001827,,,,,,,,,,,0,0,,338990.8
7383,S02001828,,,,,,,,,,,0,0,,625133.4
7384,S02001829,,,,,,,,,,,0,0,,1227680.1
7385,S02001830,,,,,,,,,,,0,0,,854695.9
7386,S02001831,,,,,,,,,,,0,0,,335090.7
7387,S02001832,,,,,,,,,,,0,0,,539229.3
7388,S02001833,,,,,,,,,,,0,0,,639823.7
7389,S02001834,,,,,,,,,,,0,0,,337478.8
7390,S02001835,,,,,,,,,,,0,0,,234438.5
7391,S02001836,,,,,,,,,,,0,0,,653951.8
7392,S02001837,,,,,,,,,,,0,0,,820961.7
7393,S02001838,,,,,,,,,,,0,0,,400070.3
7394,S02001839,,,,,,,,,,,0,0,,1249549.0
7395,S02001840,,,,,,,,,,,0,0,,407087.5
7396,S02001841,,,,,,,,,,,0,0,,629158.7
7397,S02001842,,,,,,,,,,,0,0,,284939.5
7398,S02001843,,,,,,,,,,,0,0,,233684.9
7399,S02001844,,,,,,,,,,,0,0,,358195.0
7400,S02001845,,,,,,,,,,,0,0,,382991.8
7401,S02001846,,,,,,,,,,,0,0,,218446.0
7402,S02001847,,,,,,,,,,,0,0,,203594.6
7403,S02001848,,,,,,,,,,,0,0,,519887.4
7404,S02001849,,,,,,,,,,,0,0,,370929.5
7405,S02001850,,,,,,,,,,,0,0,,104751.0
7406,S02001851,,,,,,,,,,,0,0,,183169.7
7407,S02001852,,,,,,,,,,,0,0,,372487.6
7408,S02001853,,,,,,,,,,,0,0,,363685.3
7409,S02001854,,,,,,,,,,,0,0,,154843.8
7410,S02001855,,,,,,,,,,,0,0,,316821.1
7411,S02001856,,,,,,,,,,,0,0,,107791.0
7412,S02001857,,,,,,,,,,,0,0,,187438.7
7413,S02001858,,,,,,,,,,,0,0,,444416.1
7414,S02001859,,,,,,,,,,,0,0,,69355.3
7415,S02001860,,,,,,,,,,,0,0,,61045.0
7416,S02001861,,,,,,,,,,,0,0,,70119.5
7417,S02001862,,,,,,,,,,,0,0,,244082.2
7418,S02001863,,,,,,,,,,,0,0,,488984.5
7419,S02001864,,,,,,,,,,,0,0,,59277.5
7420,S02001865,,,,,,,,,,,0,0,,55301.8
7421,S02001866,,,,,,,,,,,0,0,,105522.9
7422,S02001867,,,,,,,,,,,0,0,,157018.4
7423,S02001868,,,,,,,,,,,0,0,,112169.2
7424,S02001869,,,,,,,,,,,0,0,,626030.2
7425,S02001870,,,,,,,,,,,0,0,,59844.5
7426,S02001871,,,,,,,,,,,0,0,,49748.6
7427,S02001872,,,,,,,,,,,0,0,,138411.3
7428,S02001873,,,,,,,,,,,0,0,,120444.0
7429,S02001874,,,,,,,,,,,0,0,,197722.8
7430,S02001875,,,,,,,,,,,0,0,,191594.4
7431,S02001876,,,,,,,,,,,0,0,,520411.8
7432,S02001877,,,,,,,,,,,0,0,,336986.9
7433,S02001878,,,,,,,,,,,0,0,,379314.9
7434,S02001879,,,,,,,,,,,0,0,,246035.5
7435,S02001880,,,,,,,,,,,0,0,,417625.3
7436,S02001881,,,,,,,,,,,0,0,,193232.1
7437,S02001882,,,,,,,,,,,0,0,,174180.2
7438,S02001883,,,,,,,,,,,0,0,,229655.4
7439,S02001884,,,,,,,,,,,0,0,,276842.4
7440,S02001885,,,,,,,,,,,0,0,,274021.2
7441,S02001886,,,,,,,,,,,0,0,,189417.7
7442,S02001887,,,,,,,,,,,0,0,,122307.4
7443,S02001888,,,,,,,,,,,0,0,,257359.8
7444,S02001889,,,,,,,,,,,0,0,,66312.0
7445,S02001890,,,,,,,,,,,0,0,,43466.7
7446,S02001891,,,,,,,,,,,0,0,,55963.7
7447,S02001892,,,,,,,,,,,0,0,,60023.2
7448,S02001893,,,,,,,,,,,0,0,,107625.2
7449,S02001894,,,,,,,,,,,0,0,,161143.5
7450,S02001895,,,,,,,,,,,0,0,,119694.0
7451,S02001896,,,,,,,,,,,0,0,,291932.7
7452,S02001897,,,,,,,,,,,0,0,,334149.2
7453,S02001898,,,,,,,,,,,0,0,,237335.1
7454,S02001899,,,,,,,,,,,0,0,,467153.2
7455,S02001900,,,,,,,,,,,0,0,,311368.1
7456,S02001901,,,,,,,,,,,0,0,,626489.7
7457,S02001902,,,,,,,,,,,0,0,,348165.2
7458,S02001903,,,,,,,,,,,0,0,,346065.0
7459,S02001904,,,,,,,,,,,0,0,,167189.6
7460,S02001905,,,,,,,,,,,0,0,,147317.5
7461,S02001906,,,,,,,,,,,0,0,,295229.9
7462,S02001907,,,,,,,,,,,0,0,,170771.5
7463,S02001908,,,,,,,,,,,0,0,,233937.0
7464,S02001909,,,,,,,,,,,0,0,,311193.4
7465,S02001910,,,,,,,,,,,0,0,,158223.5
7466,S02001911,,,,,,,,,,,0,0,,166870.3
7467,S02001912,,,,,,,,,,,0,0,,235162.5
7468,S02001913,,,,,,,,,,,0,0,,253498.5
7469,S02001914,,,,,,,,,,,0,0,,398777.9
7470,S02001915,,,,,,,,,,,0,0,,201259.4
7471,S02001916,,,,,,,,,,,0,0,,302992.9
7472,S02001917,,,,,,,,,,,0,0,,326895.0
7473,S02001918,,,,,,,,,,,0,0,,538280.0
7474,S02001919,,,,,,,,,,,0,0,,295243.5
7475,S02001920,,,,,,,,,,,0,0,,186441.0
7476,S02001921,,,,,,,,,,,0,0,,154919.2
7477,S02001922,,,,,,,,,,,0,0,,190940.3
7478,S02001923,,,,,,,,,,,0,0,,156567.1
7479,S02001924,,,,,,,,,,,0,0,,81909.5
7480,S02001925,,,,,,,,,,,0,0,,13295.6
7481,S02001926,,,,,,,,,,,0,0,,188073.9
7482,S02001927,,,,,,,,,,,0,0,,73403.3
7483,S02001928,,,,,,,,,,,0,0,,42584.3
7484,S02001929,,,,,,,,,,,0,0,,147192.8
7485,S02001930,,,,,,,,,,,0,0,,78362.2
7486,S02001931,,,,,,,,,,,0,0,,49515.1
7487,S02001932,,,,,,,,,,,0,0,,21581.3
7488,S02001933,,,,,,,,,,,0,0,,21427.8
7489,S02001934,,,,,,,,,,,0,0,,2413.2
7490,S02001935,,,,,,,,,,,0,0,,23021.7
7491,S02001936,,,,,,,,,,,0,0,,52870.9
7492,S02001937,,,,,,,,,,,0,0,,71656.2
7493,S02001938,,,,,,,,,,,0,0,,32388.8
7494,S02001939,,,,,,,,,,,0,0,,80300.8
7495,S02001940,,,,,,,,,,,0,0,,108696.0
7496,S02001941,,,,,,,,,,,0,0,,129407.4
7497,S02001942,,,,,,,,,,,0,0,,341135.3
7498,S02001943,,,,,,,,,,,0,0,,282815.7
7499,S02001944,,,,,,,,,,,0,0,,201692.0
7500,S02001945,,,,,,,,,,,0,0,,306685.4
7501,S02001946,,,,,,,,,,,0,0,,129636.1
7502,S02001947,,,,,,,,,,,0,0,,128484.5
7503,S02001948,,,,,,,,,,,0,0,,94690.2
7504,S02001949,,,,,,,,,,,0,0,,38134.9
7505,S02001950,,,,,,,,,,,0,0,,359816.0
7506,S02001951,,,,,,,,,,,0,0,,89765.4
7507,S02001952,,,,,,,,,,,0,0,,84868.6
7508,S02001953,,,,,,,,,,,0,0,,42771.1
7509,S02001954,,,,,,,,,,,0,0,,27801.3
7510,S02001955,,,,,,,,,,,0,0,,64204.2
7511,S02001956,,,,,,,,,,,0,0,,138878.2
7512,S02001957,,,,,,,,,,,0,0,,115955.7
7513,S02001958,,,,,,,,,,,0,0,,370703.5
7514,S02001959,,,,,,,,,,,0,0,,155983.3
7515,S02001960,,,,,,,,,,,0,0,,162693.9
7516,S02001961,,,,,,,,,,,0,0,,55051.9
